Channel,Index,Value
Left,23574,0.2626
Left,23575,0.2549
Left,23576,0.2241
Left,23577,0.2466
Left,23578,0.2079
Left,23579,0.325
Left,23580,0.4953
Left,23581,0.2072
Left,23582,0.339
Left,23583,0.309
Left,23584,0.3762
Left,23585,0.3839
Left,23586,0.3397
Left,23587,0.32
Left,23588,0.2854
Left,23589,0.2571
Left,23590,0.3288
Left,23591,0.2148
Left,23592,0.2886
Left,23593,0.4635
Left,23594,0.3674
Left,23595,0.4515
Left,23596,0.514
Left,23597,0.354
Left,23598,0.3971
Left,23599,0.3509
Left,23600,0.3045
Left,23601,0.2951
Left,23602,0.4793
Left,23603,0.4204
Left,23604,0.5888
Left,23605,0.5059
Left,23606,0.3401
Left,23607,0.5018
Left,23608,0.3917
Left,23609,0.5484
Left,23610,0.3825
Left,23611,0.3303
Left,23612,0.3604
Left,23613,0.3699
Left,23614,0.3647
Left,23615,0.3957
Left,23616,0.543
Left,23617,0.6412
Left,23618,0.3328
Left,23619,0.5964
Left,23620,0.4265
Left,23621,0.5132
Left,23622,0.3171
Left,23623,0.5391
Left,23624,0.2902
Left,23625,0.5262
Left,23626,0.5245
Left,23627,0.5219
Left,23628,0.4333
Left,23629,0.5657
Left,23630,0.5537
Left,23631,0.4975
Left,23632,0.5895
Left,23633,0.5166
Left,23634,0.5828
Left,23635,0.5211
Left,23636,0.559
Left,23637,0.5985
Left,23638,0.5049
Left,23639,0.4249
Left,23640,0.5794
Left,23641,0.6743
Left,23642,0.5888
Left,23643,0.5941
Left,23644,0.5615
Left,23645,0.6431
Left,23646,0.5539
Left,23647,0.5304
Left,23648,0.6896
Left,23649,0.5293
Left,23650,0.6745
Left,23651,0.6993
Left,23652,0.6485
Left,23653,0.47
Left,23654,0.6007
Left,23655,0.5808
Left,23656,0.5543
Left,23657,0.6211
Left,23658,0.6867
Left,23659,0.5667
Left,23660,0.5983
Left,23661,0.5941
Left,23662,0.7373
Left,23663,0.5979
Left,23664,0.5028
Left,23665,0.4714
Left,23666,0.6676
Left,23667,0.5578
Left,23668,0.7032
Left,23669,0.5056
Left,23670,0.5872
Left,23671,0.5104
Left,23672,0.6892
Left,23673,0.7129
Left,23674,0.684
Left,23675,0.5437
Left,23676,0.5799
Left,23677,0.6799
Left,23678,0.4897
Left,23679,0.6364
Left,23680,0.8141
Left,23681,0.6463
Left,23682,0.5173
Left,23683,0.6072
Left,23684,0.6066
Left,23685,0.8854
Left,23686,0.8395
Left,23687,0.7477
Left,23688,0.6418
Left,23689,0.7977
Left,23690,0.5657
Left,23691,0.7882
Left,23692,0.7747
Left,23693,0.668
Left,23694,0.7983
Left,23695,0.6409
Left,23696,0.5603
Left,23697,0.7857
Left,23698,0.6805
Left,23699,0.7502
Left,23700,0.8731
Left,23701,0.6197
Left,23702,0.6784
Left,23703,0.8506
Left,23704,0.7612
Left,23705,0.6251
Left,23706,0.6003
Left,23707,0.6436
Left,23708,0.6231
Left,23709,0.7212
Left,23710,0.7058
Left,23711,0.7263
Left,23712,0.6147
Left,23713,0.692
Left,23714,0.4938
Left,23715,0.7141
Left,23716,0.8173
Left,23717,0.5574
Left,23718,0.7483
Left,23719,0.6389
Left,23720,0.7802
Left,23721,0.7158
Left,23722,0.7402
Left,23723,0.7061
Left,23724,0.8322
Left,23725,0.7338
Left,23726,0.6282
Left,23727,0.7083
Left,23728,0.6611
Left,23729,0.7138
Left,23730,0.655
Left,23731,0.6287
Left,23732,0.7157
Left,23733,0.7007
Left,23734,0.8008
Left,23735,0.6521
Left,23736,0.4947
Left,23737,0.6556
Left,23738,0.5284
Left,23739,0.7316
Left,23740,0.5217
Left,23741,0.5891
Left,23742,0.6506
Left,23743,0.8401
Left,23744,0.5772
Left,23745,0.6845
Left,23746,0.7399
Left,23747,0.829
Left,23748,0.7569
Left,23749,0.7871
Left,23750,0.7626
Left,23751,0.5537
Left,23752,0.709
Left,23753,0.7563
Left,23754,0.5741
Left,23755,0.61
Left,23756,0.5859
Left,23757,0.7416
Left,23758,0.6556
Left,23759,0.6285
Left,23760,0.5304
Left,23761,0.6499
Left,23762,0.5978
Left,23763,0.6768
Left,23764,0.536
Left,23765,0.6659
Left,23766,0.6019
Left,23767,0.5186
Left,23768,0.5085
Left,23769,0.5211
Left,23770,0.6158
Left,23771,0.6461
Left,23772,0.6584
Left,23773,0.6597
Left,23774,0.5505
Left,23775,0.7295
Left,23776,0.5768
Left,23777,0.6633
Left,23778,0.5991
Left,23779,0.6503
Left,23780,0.5885
Left,23781,0.6464
Left,23782,0.6033
Left,23783,0.6825
Left,23784,0.5162
Left,23785,0.4181
Left,23786,0.4947
Left,23787,0.6958
Left,23788,0.5702
Left,23789,0.5917
Left,23790,0.4739
Left,23791,0.5825
Left,23792,0.4704
Left,23793,0.4817
Left,23794,0.5257
Left,23795,0.607
Left,23796,0.6142
Left,23797,0.6134
Left,23798,0.3932
Left,23799,0.5478
Left,23800,0.5252
Left,23801,0.388
Left,23802,0.5391
Left,23803,0.5088
Left,23804,0.5812
Left,23805,0.5344
Left,23806,0.4676
Left,23807,0.6112
Left,23808,0.2927
Left,23809,0.5045
Left,23810,0.3306
Left,23811,0.4118
Left,23812,0.5515
Left,23813,0.3676
Left,23814,0.3486
Left,23815,0.7251
Left,23816,0.3468
Left,23817,0.6437
Left,23818,0.4572
Left,23819,0.4178
Left,23820,0.5227
Left,23821,0.5954
Left,23822,0.3429
Left,23823,0.4022
Left,23824,0.5336
Left,23825,0.4733
Left,23826,0.5504
Left,23827,0.4873
Left,23828,0.6122
Left,23829,0.4448
Left,23830,0.4446
Left,23831,0.4501
Left,23832,0.3992
Left,23833,0.4937
Left,23834,0.4281
Left,23835,0.4786
Left,23836,0.4896
Left,23837,0.4334
Left,23838,0.4361
Left,23839,0.2803
Left,23840,0.3216
Left,23841,0.4563
Left,23842,0.5096
Left,23843,0.1685
Left,23844,0.301
Left,23845,0.3554
Left,23846,0.2603
Left,23847,0.2612
Left,23848,0.3862
Left,23849,0.492
Left,23850,0.1259
Left,23851,0.3072
Left,23852,0.3657
Left,23853,0.3925
Left,23854,0.3415
Left,23855,0.4809
Left,23856,0.3027
Left,23857,0.4261
Left,23858,0.2254
Left,23859,0.2909
Left,23860,0.1589
Left,23861,0.3653
Left,23862,0.2582
Left,23863,0.3011
Left,23864,0.229
Left,23865,0.314
Left,23866,0.2902
Left,23867,0.146
Left,23868,0.1468
Left,23869,0.2327
Left,23870,0.2965
Left,23871,0.4118
Left,23872,0.2508
Left,23873,0.3163
Left,23874,0.0492
Left,23875,0.4068
Left,23876,0.2611
Left,23877,0.1995
Left,23878,0.193
Left,23879,0.1038
Left,23880,0.1373
Left,23881,0.4155
Left,23882,0.1306
Left,23883,0.1336
Left,23884,0.1692
Left,23885,0.1246
Left,23886,0.2509
Left,23887,0.3633
Left,23888,0.1983
Left,23889,0.127
Left,23890,0.2984
Left,23891,0.2686
Left,23892,0.3794
Left,23893,0.2386
Left,23894,0.263
Left,23895,0.279
Left,23896,0.3077
Left,23897,0.2645
Left,23898,0.2531
Left,23899,0.1284
Left,23900,0.2618
Left,23901,0.3947
Left,23902,0.4131
Left,23903,0.2858
Left,23904,0.4676
Left,23905,0.3396
Left,23906,0.2135
Left,23907,0.1868
Left,23908,0.4786
Left,23909,0.3242
Left,23910,0.2448
Left,23911,0.145
Left,23912,0.3361
Left,23913,0.4208
Left,23914,0.3152
Left,23915,0.2843
Left,23916,0.3393
Left,23917,0.5231
Left,23918,0.2641
Left,23919,0.3438
Left,23920,0.5336
Left,23921,0.4664
Left,23922,0.4394
Left,23923,0.3611
Left,23924,0.4335
Left,23925,0.3811
Left,23926,0.3533
Left,23927,0.3356
Left,23928,0.5264
Left,23929,0.4463
Left,23930,0.4881
Left,23931,0.4761
Left,23932,0.5092
Left,23933,0.4439
Left,23934,0.4254
Left,23935,0.3962
Left,23936,0.3405
Left,23937,0.3738
Left,23938,0.4536
Left,23939,0.3338
Left,23940,0.36
Left,23941,0.6064
Left,23942,0.5286
Left,23943,0.4649
Left,23944,0.7411
Left,23945,0.353
Left,23946,0.6193
Left,23947,0.5144
Left,23948,0.6078
Left,23949,0.5439
Left,23950,0.3495
Left,23951,0.55
Left,23952,0.5776
Left,23953,0.3285
Left,23954,0.7457
Left,23955,0.5859
Left,23956,0.6255
Left,23957,0.4452
Left,23958,0.6343
Left,23959,0.6776
Left,23960,0.5973
Left,23961,0.5744
Left,23962,0.4892
Left,23963,0.5602
Left,23964,0.5338
Left,23965,0.6454
Left,23966,0.5064
Left,23967,0.6509
Left,23968,0.5136
Left,23969,0.5743
Left,23970,0.6651
Left,23971,0.536
Left,23972,0.6744
Left,23973,0.6674
Left,23974,0.5879
Left,23975,0.7339
Left,23976,0.6282
Left,23977,0.7334
Left,23978,0.8051
Left,23979,0.6043
Left,23980,0.6954
Left,23981,0.5697
Left,23982,0.5326
Left,23983,0.6188
Left,23984,0.5045
Left,23985,0.5493
Left,23986,0.7045
Left,23987,0.5963
Left,23988,0.7209
Left,23989,0.6819
Left,23990,0.8392
Left,23991,0.7086
Left,23992,0.7696
Left,23993,0.7004
Left,23994,0.6932
Left,23995,0.7805
Left,23996,0.7327
Left,23997,0.6886
Left,23998,0.6899
Left,23999,0.7249
Left,24000,0.6056
Left,24001,0.6029
Left,24002,0.8184
Left,24003,0.8638
Left,24004,0.586
Left,24005,0.6134
Left,24006,0.7959
Left,24007,0.7363
Left,24008,0.7519
Left,24009,0.7751
Left,24010,0.6625
Left,24011,0.7207
Left,24012,0.714
Left,24013,0.604
Left,24014,0.7223
Left,24015,0.8155
Left,24016,0.6592
Left,24017,0.7087
Left,24018,0.7149
Left,24019,0.6665
Left,24020,0.7634
Left,24021,0.6283
Left,24022,0.8301
Left,24023,0.76
Left,24024,0.6042
Left,24025,0.8681
Left,24026,0.7155
Left,24027,0.6267
Left,24028,0.8098
Left,24029,0.749
Left,24030,0.5226
Left,24031,0.6473
Left,24032,0.7279
Left,24033,0.484
Left,24034,0.7085
Left,24035,0.7157
Left,24036,0.5815
Left,24037,0.7267
Left,24038,0.7002
Left,24039,0.58
Left,24040,0.7908
Left,24041,0.7823
Left,24042,0.6691
Left,24043,0.6777
Left,24044,0.7697
Left,24045,0.6764
Left,24046,0.5028
Left,24047,0.7439
Left,24048,0.6132
Left,24049,0.6548
Left,24050,0.8387
Left,24051,0.6787
Left,24052,0.6913
Left,24053,0.7412
Left,24054,0.7397
Left,24055,0.5962
Left,24056,0.681
Left,24057,0.6895
Left,24058,0.7119
Left,24059,0.7124
Left,24060,0.9409
Left,24061,0.5632
Left,24062,0.7774
Left,24063,0.7963
Left,24064,0.7257
Left,24065,0.6099
Left,24066,0.8398
Left,24067,0.4525
Left,24068,0.6017
Left,24069,0.7854
Left,24070,0.6295
Left,24071,0.8243
Left,24072,0.5116
Left,24073,0.5497
Left,24074,0.6058
Left,24075,0.6987
Left,24076,0.6327
Left,24077,0.6037
Left,24078,0.7927
Left,24079,0.7998
Left,24080,0.6048
Left,24081,0.4729
Left,24082,0.4258
Left,24083,0.6632
Left,24084,0.7024
Left,24085,0.6407
Left,24086,0.6248
Left,24087,0.5489
Left,24088,0.6922
Left,24089,0.7919
Left,24090,0.3998
Left,24091,0.611
Left,24092,0.5189
Left,24093,0.4641
Left,24094,0.4974
Left,24095,0.6454
Left,24096,0.6451
Left,24097,0.7476
Left,24098,0.5995
Left,24099,0.4197
Left,24100,0.5687
Left,24101,0.4507
Left,24102,0.4655
Left,24103,0.6411
Left,24104,0.5992
Left,24105,0.6353
Left,24106,0.5375
Left,24107,0.6489
Left,24108,0.5251
Left,24109,0.6747
Left,24110,0.5941
Left,24111,0.5354
Left,24112,0.5738
Left,24113,0.5472
Left,24114,0.705
Left,24115,0.5663
Left,24116,0.538
Left,24117,0.5106
Left,24118,0.615
Left,24119,0.5977
Left,24120,0.4957
Left,24121,0.4037
Left,24122,0.4252
Left,24123,0.4931
Left,24124,0.6425
Left,24125,0.4786
Left,24126,0.4402
Left,24127,0.3196
Left,24128,0.6429
Left,24129,0.5444
Left,24130,0.563
Left,24131,0.5754
Left,24132,0.4586
Left,24133,0.4794
Left,24134,0.6156
Left,24135,0.4804
Left,24136,0.5169
Left,24137,0.541
Left,24138,0.5139
Left,24139,0.4324
Left,24140,0.4375
Left,24141,0.5142
Left,24142,0.5097
Left,24143,0.5444
Left,24144,0.4783
Left,24145,0.4783
Left,24146,0.3695
Left,24147,0.3515
Left,24148,0.4831
Left,24149,0.3431
Left,24150,0.3939
Left,24151,0.5292
Left,24152,0.5087
Left,24153,0.4122
Left,24154,0.3478
Left,24155,0.3603
Left,24156,0.4548
Left,24157,0.3596
Left,24158,0.3027
Left,24159,0.4754
Left,24160,0.3672
Left,24161,0.2865
Left,24162,0.3873
Left,24163,0.4318
Left,24164,0.229
Left,24165,0.3049
Left,24166,0.2955
Left,24167,0.3605
Left,24168,0.3736
Left,24169,0.2504
Left,24170,0.1514
Left,24171,0.3989
Left,24172,0.1788
Left,24173,0.313
Left,24174,0.2678
Left,24175,0.2923
Left,24176,0.4362
Left,24177,0.57
Left,24178,0.0978
Left,24179,0.3546
Left,24180,0.2356
Left,24181,0.351
Left,24182,0.337
Left,24183,0.3773
Left,24184,0.2598
Left,24185,0.1373
Left,24186,0.3141
Left,24187,0.2281
Left,24188,0.1879
Left,24189,0.1587
Left,24190,0.302
Left,24191,0.364
Left,24192,0.0891
Left,24193,0.2759
Left,24194,0.1814
Left,24195,0.0769
Left,24196,0.2434
Left,24197,0.1503
Left,24198,0.0809
Left,24199,0.1655
Left,24200,0.1458
Left,24201,0.1889
Left,24202,0.126
Left,24203,0.224
Left,24204,0.1971
Left,24205,0.311
Left,24206,0.3377
Left,24207,0.3093
Left,24208,0.2647
Left,24209,0.2669
Left,24210,0.2143
Left,24211,0.2216
Left,24212,0.3782
Left,24213,0.1367
Left,24214,0.3095
Left,24215,0.2901
Left,24216,0.3872
Left,24217,0.1896
Left,24218,0.3382
Left,24219,0.376
Left,24220,0.156
Left,24221,0.2438
Left,24222,0.3469
Left,24223,0.4122
Left,24224,0.3838
Left,24225,0.4263
Left,24226,0.267
Left,24227,0.2207
Left,24228,0.3927
Left,24229,0.2659
Left,24230,0.307
Left,24231,0.4913
Left,24232,0.4216
Left,24233,0.3504
Left,24234,0.342
Left,24235,0.4784
Left,24236,0.442
Left,24237,0.3038
Left,24238,0.2349
Left,24239,0.6223
Left,24240,0.3163
Left,24241,0.4957
Left,24242,0.5984
Left,24243,0.4664
Left,24244,0.3959
Left,24245,0.3176
Left,24246,0.3205
Left,24247,0.5064
Left,24248,0.618
Left,24249,0.4375
Left,24250,0.4257
Left,24251,0.5551
Left,24252,0.4208
Left,24253,0.521
Left,24254,0.5017
Left,24255,0.4606
Left,24256,0.504
Left,24257,0.6858
Left,24258,0.5738
Left,24259,0.6265
Left,24260,0.4292
Left,24261,0.6345
Left,24262,0.5926
Left,24263,0.3825
Left,24264,0.5901
Left,24265,0.4885
Left,24266,0.3889
Left,24267,0.5601
Left,24268,0.6046
Left,24269,0.5694
Left,24270,0.5468
Left,24271,0.5282
Left,24272,0.8113
Left,24273,0.4498
Left,24274,0.6587
Left,24275,0.5763
Left,24276,0.4926
Left,24277,0.5765
Left,24278,0.4452
Left,24279,0.5282
Left,24280,0.5861
Left,24281,0.4388
Left,24282,0.6476
Left,24283,0.5036
Left,24284,0.4578
Left,24285,0.4979
Left,24286,0.8264
Left,24287,0.4139
Left,24288,0.6581
Left,24289,0.5421
Left,24290,0.585
Left,24291,0.6831
Left,24292,0.6808
Left,24293,0.5599
Left,24294,0.4948
Left,24295,0.6953
Left,24296,0.6908
Left,24297,0.6095
Left,24298,0.6846
Left,24299,0.5981
Left,24300,0.5623
Left,24301,0.6477
Left,24302,0.7014
Left,24303,0.6826
Left,24304,0.7047
Left,24305,0.5798
Left,24306,0.8161
Left,24307,0.6256
Left,24308,0.6499
Left,24309,0.5318
Left,24310,0.6462
Left,24311,0.7206
Left,24312,0.7453
Left,24313,0.827
Left,24314,0.7245
Left,24315,0.7018
Left,24316,0.631
Left,24317,0.611
Left,24318,0.7757
Left,24319,0.7752
Left,24320,0.5737
Left,24321,0.7551
Left,24322,0.7491
Left,24323,0.5739
Left,24324,0.7405
Left,24325,0.5826
Left,24326,0.4457
Left,24327,0.6737
Left,24328,0.7165
Left,24329,0.6801
Left,24330,0.9792
Left,24331,0.7312
Left,24332,0.7088
Left,24333,0.7378
Left,24334,0.6514
Left,24335,0.7891
Left,24336,0.7329
Left,24337,0.7288
Left,24338,0.6354
Left,24339,0.5418
Left,24340,0.6485
Left,24341,0.7273
Left,24342,0.6548
Left,24343,0.7287
Left,24344,0.6765
Left,24345,0.7429
Left,24346,0.6023
Left,24347,0.7193
Left,24348,0.6359
Left,24349,0.5461
Left,24350,0.6833
Left,24351,0.8533
Left,24352,0.5536
Left,24353,0.7111
Left,24354,0.7787
Left,24355,0.9285
Left,24356,0.6488
Left,24357,0.6345
Left,24358,0.5805
Left,24359,0.8107
Left,24360,0.6093
Left,24361,0.6583
Left,24362,0.5097
Left,24363,0.7823
Left,24364,0.8089
Left,24365,0.7768
Left,24366,0.5308
Left,24367,0.7511
Left,24368,0.5221
Left,24369,0.6941
Left,24370,0.7077
Left,24371,0.7171
Left,24372,0.7383
Left,24373,0.6828
Left,24374,0.4861
Left,24375,0.7345
Left,24376,0.6894
Left,24377,0.5879
Left,24378,0.5197
Left,24379,0.8292
Left,24380,0.7967
Left,24381,0.7425
Left,24382,0.6026
Left,24383,0.4169
Left,24384,0.7432
Left,24385,0.7016
Left,24386,0.6256
Left,24387,0.7737
Left,24388,0.744
Left,24389,0.6749
Left,24390,0.6587
Left,24391,0.6582
Left,24392,0.719
Left,24393,0.563
Left,24394,0.6892
Left,24395,0.5522
Left,24396,0.7756
Left,24397,0.6928
Left,24398,0.5684
Left,24399,0.6428
Left,24400,0.5469
Left,24401,0.7801
Left,24402,0.7894
Left,24403,0.6942
Left,24404,0.7775
Left,24405,0.6343
Left,24406,0.6928
Left,24407,0.7361
Left,24408,0.6102
Left,24409,0.615
Left,24410,0.6984
Left,24411,0.6667
Left,24412,0.5235
Left,24413,0.3774
Left,24414,0.5754
Left,24415,0.3802
Left,24416,0.4876
Left,24417,0.4961
Left,24418,0.5234
Left,24419,0.6591
Left,24420,0.6775
Left,24421,0.6213
Left,24422,0.6303
Left,24423,0.6292
Left,24424,0.3105
Left,24425,0.5577
Left,24426,0.3735
Left,24427,0.6005
Left,24428,0.3367
Left,24429,0.5243
Left,24430,0.5935
Left,24431,0.4232
Left,24432,0.6274
Left,24433,0.5782
Left,24434,0.5618
Left,24435,0.5897
Left,24436,0.4801
Left,24437,0.5273
Left,24438,0.5092
Left,24439,0.503
Left,24440,0.4331
Left,24441,0.372
Left,24442,0.4585
Left,24443,0.449
Left,24444,0.4104
Left,24445,0.5651
Left,24446,0.3586
Left,24447,0.4544
Left,24448,0.584
Left,24449,0.5541
Left,24450,0.5805
Left,24451,0.3955
Left,24452,0.5287
Left,24453,0.3396
Left,24454,0.414
Left,24455,0.419
Left,24456,0.3752
Left,24457,0.3921
Left,24458,0.3745
Left,24459,0.3211
Left,24460,0.5005
Left,24461,0.3921
Left,24462,0.426
Left,24463,0.4176
Left,24464,0.4021
Left,24465,0.4013
Left,24466,0.3569
Left,24467,0.5246
Left,24468,0.4542
Left,24469,0.3753
Left,24470,0.324
Left,24471,0.3521
Left,24472,0.4011
Left,24473,0.5045
Left,24474,0.2125
Left,24475,0.411
Left,24476,0.4529
Left,24477,0.1867
Left,24478,0.3125
Left,24479,0.2193
Left,24480,0.364
Left,24481,0.2802
Left,24482,0.2982
Left,24483,0.2652
Left,24484,0.3734
Left,24485,0.3194
Left,24486,0.3147
Left,24487,0.3027
Left,24488,0.339
Left,24489,0.2506
Left,24490,0.4419
Left,24491,0.1434
Left,24492,0.0894
Left,24493,0.0761
Left,24494,0.0441
Left,24495,0.3144
Left,24496,0.2972
Left,24497,0.3579
Left,24498,0.1264
Left,24499,0.3016
Left,24500,0.2278
Left,24501,0.2338
Left,24502,0.2747
Left,24503,0.1315
Left,24504,0.4608
Left,24505,0.3361
Left,24506,0.1547
Left,24507,0.1038
Left,24508,0.2091
Left,24509,0.2411
Left,24510,0.3344
Left,24511,0.116
Left,24512,0.2664
Left,24513,0.0899
Left,24514,0.2914
Left,24515,0.242
Left,24516,0.4514
Left,24517,0.1081
Left,24518,0.4047
Left,24519,0.1022
Left,24520,0.1449
Left,24521,0.1148
Left,24522,0.3125
Left,24523,0.175
Left,24524,0.1624
Left,24525,0.3224
Left,24526,0.3522
Left,24527,0.3159
Left,24528,0.3006
Left,24529,0.5045
Left,24530,0.3411
Left,24531,0.4119
Left,24532,0.3504
Left,24533,0.2312
Left,24534,0.4007
Left,24535,0.2849
Left,24536,0.3462
Left,24537,0.3906
Left,24538,0.1706
Left,24539,0.2085
Left,24540,0.4651
Left,24541,0.3125
Left,24542,0.3219
Left,24543,0.4048
Left,24544,0.3542
Left,24545,0.4391
Left,24546,0.3968
Left,24547,0.4264
Left,24548,0.3409
Left,24549,0.4349
Left,24550,0.5306
Left,24551,0.3678
Left,24552,0.5205
Left,24553,0.4283
Left,24554,0.5113
Left,24555,0.4551
Left,24556,0.4433
Left,24557,0.4859
Left,24558,0.5766
Left,24559,0.4831
Left,24560,0.5117
Left,24561,0.4312
Left,24562,0.6293
Left,24563,0.5405
Left,24564,0.4883
Left,24565,0.4724
Left,24566,0.5866
Left,24567,0.4322
Left,24568,0.3186
Left,24569,0.5081
Left,24570,0.6239
Left,24571,0.668
Left,24572,0.502
Left,24573,0.521
Left,24574,0.5724
Left,24575,0.4979
Left,24576,0.5797
Left,24577,0.5233
Left,24578,0.6367
Left,24579,0.6116
Left,24580,0.6239
Left,24581,0.526
Left,24582,0.7427
Left,24583,0.6021
Left,24584,0.5819
Left,24585,0.4846
Left,24586,0.5544
Left,24587,0.579
Left,24588,0.4921
Left,24589,0.545
Left,24590,0.561
Left,24591,0.5864
Left,24592,0.4077
Left,24593,0.5737
Left,24594,0.5526
Left,24595,0.5914
Left,24596,0.7
Left,24597,0.8048
Left,24598,0.6704
Left,24599,0.482
Left,24600,0.5738
Left,24601,0.6708
Left,24602,0.6624
Left,24603,0.7156
Left,24604,0.6099
Left,24605,0.5859
Left,24606,0.8002
Left,24607,0.6334
Left,24608,0.5285
Left,24609,0.7802
Left,24610,0.4855
Left,24611,0.2881
Left,24612,0.7169
Left,24613,0.7334
Left,24614,0.686
Left,24615,0.5167
Left,24616,0.6432
Left,24617,0.6235
Left,24618,0.5997
Left,24619,0.7967
Left,24620,0.5529
Left,24621,0.6912
Left,24622,0.7809
Left,24623,0.7015
Left,24624,0.7894
Left,24625,0.7234
Left,24626,0.7118
Left,24627,0.7072
Left,24628,0.7335
Left,24629,0.6353
Left,24630,0.5452
Left,24631,0.7723
Left,24632,0.7946
Left,24633,0.705
Left,24634,0.6264
Left,24635,0.5268
Left,24636,0.6924
Left,24637,0.5502
Left,24638,0.5374
Left,24639,0.6853
Left,24640,0.6121
Left,24641,0.7241
Left,24642,0.6746
Left,24643,0.6308
Left,24644,0.5219
Left,24645,0.6079
Left,24646,0.6124
Left,24647,0.5722
Left,24648,0.6625
Left,24649,0.5814
Left,24650,0.6803
Left,24651,0.7213
Left,24652,0.6151
Left,24653,0.7407
Left,24654,0.5625
Left,24655,0.5877
Left,24656,0.6879
Left,24657,0.7682
Left,24658,0.7864
Left,24659,0.8611
Left,24660,0.6623
Left,24661,0.6872
Left,24662,0.5967
Left,24663,0.5746
Left,24664,0.7227
Left,24665,0.6221
Left,24666,0.8227
Left,24667,0.553
Left,24668,0.7476
Left,24669,0.598
Left,24670,0.6162
Left,24671,0.7517
Left,24672,0.6297
Left,24673,0.6451
Left,24674,0.6149
Left,24675,0.874
Left,24676,0.633
Left,24677,0.6992
Left,24678,0.673
Left,24679,0.7145
Left,24680,0.63
Left,24681,0.6704
Left,24682,0.7289
Left,24683,0.6022
Left,24684,0.7963
Left,24685,0.8048
Left,24686,0.7457
Left,24687,0.6908
Left,24688,0.3835
Left,24689,0.7236
Left,24690,0.6407
Left,24691,0.6538
Left,24692,0.4872
Left,24693,0.7248
Left,24694,0.529
Left,24695,0.6841
Left,24696,0.761
Left,24697,0.6219
Left,24698,0.7887
Left,24699,0.5906
Left,24700,0.7234
Left,24701,0.531
Left,24702,0.7627
Left,24703,0.7452
Left,24704,0.7024
Left,24705,0.6141
Left,24706,0.5111
Left,24707,0.6101
Left,24708,0.7579
Left,24709,0.6576
Left,24710,0.487
Left,24711,0.5275
Left,24712,0.7629
Left,24713,0.6839
Left,24714,0.5093
Left,24715,0.4536
Left,24716,0.5651
Left,24717,0.4398
Left,24718,0.6067
Left,24719,0.8648
Left,24720,0.4572
Left,24721,0.5955
Left,24722,0.7425
Left,24723,0.6833
Left,24724,0.5906
Left,24725,0.5879
Left,24726,0.484
Left,24727,0.5698
Left,24728,0.6178
Left,24729,0.7009
Left,24730,0.5252
Left,24731,0.5651
Left,24732,0.4859
Left,24733,0.6001
Left,24734,0.6526
Left,24735,0.6339
Left,24736,0.4505
Left,24737,0.5788
Left,24738,0.493
Left,24739,0.6583
Left,24740,0.5376
Left,24741,0.3982
Left,24742,0.5246
Left,24743,0.5888
Left,24744,0.5637
Left,24745,0.4844
Left,24746,0.4733
Left,24747,0.4294
Left,24748,0.4849
Left,24749,0.4349
Left,24750,0.6137
Left,24751,0.4227
Left,24752,0.5211
Left,24753,0.5103
Left,24754,0.5955
Left,24755,0.6059
Left,24756,0.5625
Left,24757,0.5241
Left,24758,0.3799
Left,24759,0.3737
Left,24760,0.3919
Left,24761,0.5475
Left,24762,0.4754
Left,24763,0.5507
Left,24764,0.5598
Left,24765,0.3827
Left,24766,0.4542
Left,24767,0.4453
Left,24768,0.4095
Left,24769,0.3844
Left,24770,0.5519
Left,24771,0.4342
Left,24772,0.4259
Left,24773,0.3398
Left,24774,0.4831
Left,24775,0.3106
Left,24776,0.452
Left,24777,0.4502
Left,24778,0.3561
Left,24779,0.4245
Left,24780,0.4067
Left,24781,0.3796
Left,24782,0.3802
Left,24783,0.3804
Left,24784,0.3825
Left,24785,0.3708
Left,24786,0.2497
Left,24787,0.3401
Left,24788,0.377
Left,24789,0.3555
Left,24790,0.4363
Left,24791,0.3982
Left,24792,0.2443
Left,24793,0.3099
Left,24794,0.2905
Left,24795,0.3164
Left,24796,0.3117
Left,24797,0.3682
Left,24798,0.3199
Left,24799,0.4203
Left,24800,0.3165
Left,24801,0.2044
Left,24802,0.2358
Left,24803,0.338
Left,24804,0.1112
Left,24805,0.1331
Left,24806,0.2638
Left,24807,0.3529
Left,24808,0.3835
Left,24809,0.2261
Left,24810,0.3489
Left,24811,0.2451
Left,24812,0.0797
Left,24813,0.2271
Left,24814,0.161
Left,24815,0.3097
Left,24816,0.2103
Left,24817,0.0801
Left,24818,0.0529
Left,24819,0.2
Left,24820,0.01
Left,24821,0.1603
Left,24822,0.2402
Left,24823,0.1164
Left,24824,0.3265
Left,24825,0.3512
Left,24826,0.1354
Left,24827,0.2122
Left,24828,0.3465
Left,24829,0.2519
Left,24830,0.1175
Left,24831,0.2476
Left,24832,0.1816
Left,24833,0.3827
Left,24834,0.3374
Left,24835,0.2503
Left,24836,0.3009
Left,24837,0.1608
Left,24838,0.2211
Left,24839,0.4567
Left,24840,0.3116
Left,24841,0.4042
Left,24842,0.3392
Left,24843,0.4523
Left,24844,0.1258
Left,24845,0.3117
Left,24846,0.4999
Left,24847,0.4358
Left,24848,0.4775
Left,24849,0.3491
Left,24850,0.3008
Left,24851,0.2565
Left,24852,0.2543
Left,24853,0.4494
Left,24854,0.4247
Left,24855,0.3714
